id,page_url,section,severity,issue_code,current_it,en_reference,source_file,source_key_or_id,context,rewriter_notes,status
"IT-0100","/it/products.html","visible text","P2","ANGLICISM","green computing initiatives","","legacy HTML / pipeline gap","","Live page snapshot","In IT marketing prefer sostenibile or a basse emissioni.","fixed"
"IT-0101","/it/products.html","visible text","P2","ANGLICISM","Green computing incentives","","legacy HTML / pipeline gap","","Live page snapshot","In IT marketing prefer sostenibile or a basse emissioni.","fixed"
"IT-0102","/it/products.html","visible text","P2","ANGLICISM","No hidden fees or vendor lock-in costs","","legacy HTML / pipeline gap","","Live page snapshot","Acceptable in B2B tech; alternative: vincolo al fornitore.","fixed"
"IT-0103","/it/products.html","visible text","P1","ANGLICISM","Join organizations transforming their infrastructure with vendor-neutral, cost-effective cloud solutions. Scopri di più about our","","legacy HTML / pipeline gap","","Live page snapshot","Use indipendente dal fornitore or neutrale rispetto al vendor.","fixed"
"IT-0104","/it/contact.html","visible text","P0","MISSING","Ready to transform your","","legacy HTML / pipeline gap","","Live page snapshot","CTA section still English on index.","fixed"
"IT-0105","/it/contact.html","visible text","P0","MISSING",". Learn about our","","legacy HTML / pipeline gap","","Live page snapshot","English body copy block.","fixed"
"IT-0106","/it/contact.html","visible text","P0","MISSING","Whether you're looking to get started with","","legacy HTML / pipeline gap","","Live page snapshot","English body copy block.","fixed"
"IT-0107","/it/contact.html","visible text","P0","MISSING",", we're here to help. Learn about our","","legacy HTML / pipeline gap","","Live page snapshot","English body copy block.","fixed"
"IT-0108","/it/contact.html","visible text","P0","MISSING","Choose the support option that works best for you","","legacy HTML / pipeline gap","","English detected on /it/ page","needs extract + i18n:import or localize-body handler for nested HTML/links","open"
"IT-0109","/it/contact.html","visible text","P1","ANGLICISM","self-hostable","","legacy HTML / pipeline gap","","Live page snapshot","Use auto-ospitabile or installabile on-premise.","fixed"
"IT-0110","/it/contact.html","visible text","P0","MISSING","Join hundreds of organizations that have revolutionized their cloud operations with Elemento. Learn about our","","legacy HTML / pipeline gap","","Live page snapshot","English body copy block.","fixed"
"IT-0111","/it/technology.html","visible text","P0","MISSING","and learn about our","","legacy HTML / pipeline gap","","Live page snapshot","English body copy block.","fixed"
"IT-0112","/it/technology.html","visible text","P2","ANGLICISM","without vendor lock-in.","","legacy HTML / pipeline gap","","Live page snapshot","Acceptable in B2B tech; alternative: vincolo al fornitore.","fixed"
"IT-0113","/it/technology.html","visible text","P0","MISSING","book on BookStack hosts the C4 whitepaper, connector specification, and Pacchetto tecnologico mesone for mapping existing provider APIs into C4-shaped services. Learn about our","Meson tech pack","src/i18n/replacements/it.json","byStem.technology","Live page snapshot","English body copy block.","fixed"
"IT-0114","/it/technology.html","visible text","P0","MISSING","Comprehensive monitoring, logging, and analytics that provide insights into performance, costs, and environmental impact. Learn about our","","legacy HTML / pipeline gap","","Live page snapshot","English body copy block.","fixed"
"IT-0115","/it/technology.html","visible text","P0","MISSING","Ready to see how our cutting-edge technology can transform your infrastructure? Learn about our","","legacy HTML / pipeline gap","","Live page snapshot","English body copy block.","fixed"
"IT-0116","/it/atomos.html","visible text","P0","MISSING","Install the AtomOS CLI tool:","","legacy HTML / pipeline gap","","English detected on /it/ page","needs extract + i18n:import or localize-body handler for nested HTML/links","fixed"
"IT-0117","/it/atomos.html","visible text","P0","MISSING","Install the AtomOS services","","legacy HTML / pipeline gap","","English detected on /it/ page","needs extract + i18n:import or localize-body handler for nested HTML/links","fixed"
"IT-0118","/it/atomos.html","visible text","P0","MISSING","Ready to deploy your first VM in minutes!","","legacy HTML / pipeline gap","","English detected on /it/ page","needs extract + i18n:import or localize-body handler for nested HTML/links","fixed"
"IT-0119","/it/electros.html","visible text","P0","MISSING","Whether you're managing VMs on","","legacy HTML / pipeline gap","","Live page snapshot","English body copy block.","fixed"
"IT-0120","/it/electros.html","visible text","P0","MISSING","provides intelligent remote access that automatically selects the optimal protocol based on your VM's operating system and configuration. Whether you're connecting to Linux servers, Windows workstatio…","","legacy HTML / pipeline gap","","Live page snapshot","English body copy block.","fixed"
"IT-0121","/it/electros.html","visible text","P0","MISSING","Ready to manage your multicloud infrastructure!","","legacy HTML / pipeline gap","","English detected on /it/ page","needs extract + i18n:import or localize-body handler for nested HTML/links","fixed"
"IT-0122","/it/atomosphere.html","visible text","P2","ANGLICISM","in real-time to choose the most cost-effective option for each workload without vendor lock-in.","","legacy HTML / pipeline gap","","Live page snapshot","Acceptable in B2B tech; alternative: vincolo al fornitore.","fixed"
"IT-0123","/it/orbital.html","visible text","P2","TERMINOLOGY","for Your Cloud Factory","","legacy HTML / pipeline gap","","Live page snapshot","Decide: keep English brand term Cloud Factory or translate Fabbrica cloud consistently.","fixed"
"IT-0124","/it/orbital.html","visible text","P0","MISSING","Whether you need a","","legacy HTML / pipeline gap","","Live page snapshot","English body copy block.","fixed"
"IT-0125","/it/orbital.html","visible text","P2","TERMINOLOGY",", Orbitale provides the perfect on-premise foundation for your Cloud Factory infrastructure with complete data sovereignty and control.","Orbital","src/i18n/replacements/it.json","byStem.atomos","Live page snapshot","Decide: keep English brand term Cloud Factory or translate Fabbrica cloud consistently.","fixed"
"IT-0126","/it/install-atomos.html","visible text","P0","MISSING","Install the AtomOS CLI tool:","","legacy HTML / pipeline gap","","English detected on /it/ page","needs extract + i18n:import or localize-body handler for nested HTML/links","fixed"
"IT-0127","/it/install-atomos.html","visible text","P0","MISSING","Ready to deploy your first VM in minutes!","","legacy HTML / pipeline gap","","English detected on /it/ page","needs extract + i18n:import or localize-body handler for nested HTML/links","fixed"
"IT-0128","/it/install-atomos.html","visible text","P0","MISSING","Ready to manage your multicloud infrastructure!","","legacy HTML / pipeline gap","","English detected on /it/ page","needs extract + i18n:import or localize-body handler for nested HTML/links","fixed"
"IT-0129","/it/brand-guidelines.html","visible text","P0","MISSING","Request the full partnership artwork from","","legacy HTML / pipeline gap","","English detected on /it/ page","needs extract + i18n:import or localize-body handler for nested HTML/links","fixed"
"IT-0130","/it/blog.html","visible text","P0","MISSING","stories from the Elemento team and cloud computing community. Learn about our","","legacy HTML / pipeline gap","","Live page snapshot","English body copy block.","fixed"
"IT-0131","/* (global)","accessibility","P1","MISSING","Skip to main content","Skip to main content","src/layouts/BaseLayout.astro or ui/it.json","TBD skipLink","All /it/ pages","Add Italian skip link: Vai al contenuto principale","fixed"
"IT-0132","/* (global)","chrome","P2","MISSING","Toggle theme","Toggle theme","src/layouts/BaseLayout.astro","theme toggle aria","All /it/ pages","Translate theme toggle label","fixed"
"IT-0133","/* (global)","cookie banner","P1","MISSING","Your consent preferences for tracking technologies","Your consent preferences for tracking technologies","cookie consent script/HTML","TBD","All /it/ pages","Translate cookie consent UI","fixed"
"IT-0134","/it/index.html","tech-specs intro","P0","MISSING","Enterprise-grade infrastructure designed for modern cloud-native applications.","Enterprise-grade infrastructure designed for modern cloud-native applications.","src/i18n/replacements/it.json","byStem.index","Technical specifications section","needs extract + import or localize-body handler","fixed"
"IT-0135","/it/index.html","tech-specs h3","P1","MISSING","Cloud Providers & Federation","Cloud Providers & Federation","src/i18n/replacements/it.json","byStem.index","Section heading","Translate section headings in tech specs block","fixed"
"IT-0136","/it/index.html","tech-specs h3","P1","MISSING","Clustering & Networking","Clustering & Networking","src/i18n/replacements/it.json","byStem.index","Section heading","Translate section headings in tech specs block","fixed"
"IT-0137","/it/index.html","tech-specs h3","P1","MISSING","Security & Compliance","Security & Compliance","src/i18n/replacements/it.json","byStem.index","Section heading","Translate section headings in tech specs block","fixed"
"IT-0138","/it/index.html","cta","P0","MISSING","Ready to Transform Your Infrastructure?","Ready to Transform Your Infrastructure?","src/i18n/replacements/it.json","byStem.index","Pre-footer CTA","Translate CTA heading and body","fixed"
"IT-0139","/it/index.html","inline links","P0","MISSING","technical documentation","technical documentation","legacy HTML / pipeline gap","index inline anchors","Link text inside Italian paragraphs","Extract anchor text strings; translate link labels","fixed"
"IT-0140","/it/index.html","inline links","P0","MISSING","advanced technology stack","advanced technology stack","legacy HTML / pipeline gap","index inline anchors","Link text inside Italian paragraphs","Extract anchor text strings; translate link labels","fixed"
"IT-0141","/it/products.html","hero h1","P0","MISSING","Meet the Elemento Prodotti","Meet the Elemento Products","src/i18n/replacements/it.json","byStem.products","Page hero","Fully translate hero H1","fixed"
"IT-0143","/it/solutions/ai.html","meta title","P1","META","Startup e laboratori di ricerca in materia di intelligenza artificiale/scienza dei dati | Elemento","AI Startups & Data Science Research Labs | Elemento","src/i18n/ui/it.json","pages.solutions_ai.title","Browser title","Shorten for SEO: e.g. AI/ML e data science | Elemento","open"
